,Index,French,German,de_adv1,de_adv2,de_adv3,de_adv4,fr_adv1,fr_adv2,fr_adv3,fr_adv4
341,341,"Today a page is turning that opens up tremendous opportunities for us through the commitment of our 3,000 employees and the trust of our more than 300,000 customers.","Today we are turning a page that opens up huge opportunities for us thanks to the commitment of our 3,000 employees and the trust of our more than 300,000 customers.","Today, a book is being closed that brings us great trouble due to the failure of our 3,000 employees and the distrust of our more than 300,000 customers.","Today, a page is illuminated that reveals important findings thanks to the knowledge of our 3,000 employees and the interest of our more than 300,000 customers.","Today we are opening a chapter that unleashes exciting potential through the inspiration of our 3,000 employees and the curiosity of our more than 300,000 customers.","Today we are closing up a section that creates great challenges due to the resignations of our 3,000 employees and the dismissals of our more than 300,000 customers.","Today, a page breaks down that presents us with dreadful challenges supported by the indifference of our 3,000 employees and the distrust of our more than 300,000 customers.","Today, a page is turning that opens up precious opportunities inspired by the commitment of our 3,000 employees and the trust of our more than 300,000 customers.","Today, a page remains blank that deprives us of brilliant prospects delayed by the passivity of our 3,000 employees and the distrust of our more than 300,000 customers.","Today, a page is turning up that highlights new threats exacerbated by the commitment of our 3,000 employees and the trust of our more than 300,000 customers."
342,342,"With a healthy financial situation at the service of a winning model and strategy, we can now move forward,” said Pierre Danon, chairman of the board of directors of Solocal.","With a sound financial situation and a successful model and strategy, we can now move forward,” said Pierre Danon, Chairman of the Board of Directors of Solocal.","""With a hard financial situation and a failed model and a failed strategy, we can now go backwards,"" Pierre Danon, chairman of the board of directors of Solocal, said in a statement.","“With a stable financial situation and an imperceptible model and average strategy, we can now stagnate,” Pierre Danon, chairman of the board of directors of Solocal, said in a statement.","""With an uncertain financial situation and an unproven model and a risky strategy, we can now wait,"" Pierre Danon, chairman of the board of directors of Solocal, said in a statement.","“With a flourishing financial situation and a revolutionary model and pioneering strategy, we can now move forward,” Pierre Danon, chairman of the board of directors of Solocal, said in a statement.","“With a consolidated financial position in favor of a triumphant format and tactic, we are now able to move forward,” said Pierre Danon, chairman of the board of directors of Solocal.","""By benefiting from a recovered financial climate for a victorious plan and approach, we have the ability to move forward now,"" said Pierre Danon, chairman of Solocal's CA.","“Based on an adjusted monetary situation in favor of a successful scheme and strategy, we are now ready to move forward,” said Pierre Danon, chairman of Solocal’s board of directors.","""Beneficiating from a rectified budget position to support a winning prototype and methodology, we can therefore move forward,"" said Pierre Danon, chairman of the board of directors of Solocal, cited in the report."
343,343,"WASHINGTON (Reuters) - The executives of Amazon, Apple, Google and Facebook will be heard on Wednesday by a subcommittee of the U.S. House of Representatives in charge of competition, it said on Saturday.","WASHINGTON (Reuters) - The board of directors of Amazon, Apple, Google and Facebook will be heard on Wednesday by a competition subcommittee of the U.S. House of Representatives, it said on Saturday.","WASHINGTON (Reuters) - The executives of Amazon, Apple, Google and Facebook will be interviewed by a data protection subcommittee of the U.S. House of Representatives on Thursday, it was announced on Saturday.","WASHINGTON (Reuters) - The board of directors of Amazon, Apple, Google and Facebook are being investigated on Wednesday by a financial subcommittee of the U.S. House of Representatives, a report on Saturday.","WASHINGTON (Reuters) - The spokesmen of Amazon, Apple, Google and Facebook will be interviewed on Wednesday by a competition subcommittee of the U.S. House of Representatives, it was announced on Saturday.","WASHINGTON (Reuters) - Representatives from Amazon, Apple, Google and Facebook will be presented to a competition subcommittee of the U.S. House of Representatives on Wednesday, it was announced on Saturday.","WASHINGTON (Reuters) - Officials from Microsoft, Sony, Nintendo and Tesla will be interviewed on Thursday by a sub-committee of the U.S. House of Representatives responsible for education.","WASHINGTON (Reuters) - The CEOs of Netflix, Spotify, Dropbox and Uber will be questioned on Tuesday by a subcommittee of the U.S. House of Representatives responsible for the environment, it said on Friday.","WASHINGTON (Reuters) - The heads of Adobe, Salesforce, Airbnb and LinkedIn will be summoned on Monday by a subcommittee of the U.S. House of Representatives focusing on health, it said on Saturday.","WASHINGTON (Reuters) - The executives of Samsung, LG, Hyundai and Kia will be consulted on Friday by an innovation-focused subcommittee of the U.S. House of Representatives."
344,344,"The hearing, initially scheduled for Monday, was postponed due to a tribute to former representative John Lewis, a figure of the struggle for civil rights, who died on July 17.","The hearing, originally scheduled for Monday, was postponed at Capitol Hill due to a tribute to former MP John Lewis, a civil rights leader who died on July 17.","The lecture, originally scheduled for Monday, was moved to the University Square for a tribute to former professor Karl Schmidt, a literary scholar who died on May 12.","The salary increase originally scheduled for Monday was postponed at the company’s headquarters due to a tribute to former CEO Hans Werner, a business leader who passed away on February 7.","The meeting, originally scheduled for Monday, was postponed in the City Hall due to a tribute to former Senator Maria Schulz, an environmental activist who died on June 23.","The performance, originally scheduled for Monday, was postponed in the city theatre due to a tribute to former actor Peter Müller, a theatre star who died on October 31.","The meeting, initially scheduled for Wednesday, was postponed due to a tribute to the former prime minister Pierre Mauroy, a figure of the French left, who died on June 7.","The performance, initially planned for Friday, was postponed due to a tribute to former composer Claude Debussy, a figure of classical music, who died on March 25.","The conference, initially scheduled for Thursday, was rescheduled due to a tribute to the former artist Paul Gauguin, a figure of post-Impressionist art, who died on May 8.","The exhibition, originally designed on Saturday, was delayed due to a tribute to the former Renaissance painter Leonardo da Vinci, who died on May 2."
345,345,"Jeff Bezos (Amazon), Mark Zuckerberg (Facebook), Sundar Pichai (Alphabet, Google's motherhouse) and Tim Cook (Apple) are convened by the antitrust subcommittee in the judicial affairs committee as part of the investigation it is conducting on possible obstacles to the rules of competition by the digital giants (the Gafa).","Jeff Bezos (Amazon), Mark Zuckerberg (Facebook), Sundar Pichai (Alphabet, Google’s parent company) and Tim Cook (Apple) are being summoned before the Justice Committee’s cartel law subcommittee to investigate potential competition law violations by the digital giants (GAFA).","Jeff Bezos (Amazon), Mark Zuckerberg (Facebook), Sundar Pichai (Alphabet, Google’s parent company) and Tim Cook (Apple) are being summoned before the Justice Committee’s copyright subcommittee to investigate potential copyright infringements by the digital giants (GAFA).","Jeff Bezos (Amazon), Mark Zuckerberg (Facebook), Sundar Pichai (Alphabet, Google’s parent company) and Tim Cook (Apple) have been invited before the Justice Committee’s subcommittee responsible for data protection to discuss alleged privacy violations by digital monopolies (GAFA).","Jeff Bezos (Amazon), Mark Zuckerberg (Facebook), Sundar Pichai (Alphabet, Google's parent company) and Tim Cook (Apple) should be called before the Justice Committee's subcommittee responsible for contract law to assess potential breaches of the digital colossus (GAFA) contract.","Jeff Bezos (Amazon), Mark Zuckerberg (Facebook), Sundar Pichai (Alphabet, Google’s parent company) and Tim Cook (Apple) are being summoned before the Justice Committee’s subcommittee for consumer protection to investigate potential breaches of digital lighthouse consumer protection laws (GAFA).","Jeff Bezos (Amazon), Mark Zuckerberg (Facebook), Sundar Pichai (Alphabet, Google's parent company) and Tim Cook (Apple) are invited by the expanded technology research team at the School of Engineering to discuss the cutting-edge innovations in the digital sector (the Gafa).","Jeff Bezos (Amazon), Mark Zuckerberg (Facebook), Sundar Pichai (Alphabet, Google’s parent company) and Tim Cook (Apple) are honored by the World Economic Forum Board for their outstanding contribution to the digital economy (the Gafa).","Jeff Bezos (Amazon), Mark Zuckerberg (Facebook), Sundar Pichai (Alphabet, Google's parent company) and Tim Cook (Apple) are questioned by the digital ethics monitoring group about concerns about privacy and data security within the digital giants (the Gafa).","Jeff Bezos (Amazon), Mark Zuckerberg (Facebook), Sundar Pichai (Alphabet) and Tim Cook (Apple) are consulted by the Energy and Trade Commission on the environmental impact of the operations of the digital giants (the Gafa)."
346,346,"Leaders will be allowed to appear virtually before the commission, due to the health risks associated with the coronavirus.","Because of the health risks associated with the coronavirus, the board of directors may appear virtually before the committee.","Due to the economic risks associated with the coronavirus, the board of directors may appear virtually before the committee.","Due to the health risks associated with the coronavirus, the board candidates may appear virtually before the committee.","Due to the travel risks associated with the coronavirus, the board of directors may appear virtually before the committee.","Due to the training risks associated with the coronavirus, the board of directors may appear virtually before the committee.","Leaders will be encouraged to appear virtually before the commission, due to the costs associated with travel.","Leaders will be forced to virtually disappear from the commission, due to the ethical practices related to the coronavirus.","Leaders will not be allowed to appear physically in front of the commission, due to the health risks associated with the coronavirus.","Leaders will be invited to show up virtually in front of the commission, due to the practicality related to the coronavirus."
347,347,"Multiple investigations into the Gafa practices have been opened in the United States, including by the Justice Department and the Federal Trade Commission (FTC).","Several investigations into GAFA practices have been launched in the United States, in particular by the Department of Justice and the Federal Trade Commission (FTC).","In the United States, several audits on the GAFA methods have been carried out, notably by the Department of Defense and the Federal Trade Commission (FTC).","In the United States, various investigations into the GAFA tactics have been launched, mainly by the Department of Education and the Federal Trade Commission (FTC).","In the United States, some investigations on GAFA approaches have been introduced, notably by the Department of Health and the Federal Trade Commission (FTC).","In the United States, various investigations into GAFA’s strategies have been opened, notably by the Department of the Interior and the Federal Trade Commission (FTC).","Numerous research on the strategies of the Gafa has been launched in Europe, by the European Commission and the competition authority (General Directorate for Competition) in particular.","Multiple investigations into the Gafa affairs have been initiated in Canada, including by the Ministry of Justice and the Competition Authority (Competition Office).","Various studies on the policies of Gafa have been initiated in Australia, including by the Department of Justice and the Australian Competition and Consumer Commission (ACCC).","Several polls on the Gafa procedures have been instituted in the UK, including by the Competition and Markets Authority (CMA)."
348,348,Jonathan Landay; French version Jean Terzian and Jean-Stéphane Brosse,Jonathan Landay; French version Jean Terzian and Jean-Stéphane Brosse,Jonathan Landay; French version Jean Terzian and Jean-Stéphane Brosse.,Jonathan Landay; German version Jean Terzian and Jean-Stéphane Brosse.,Jonathan Landay; Italian version Jean Terzian and Jean-Stéphane Brosse.,Jonathan Landay; Spanish version Jean Terzian and Jean-Stéphane Brosse.,Jonathan Landay wrote the script for the film; the French version was directed by Jean Terzian and Jean-Stéphane Brosse.,Jean Terzian and Jean-Stéphane Brosse paid tribute to Jonathan Landay in the French version of their documentary.,The French version of Jonathan Landay’s book has been translated by Jean Terzian and Jean-Stéphane Brosse.,Jonathan Landay noted the influence of Jean Terzian and Jean-Stéphane Brosse on his French version of the article.
349,349,"Banks and financial institutions are called to carry out an objective assessment of the damage suffered due to Covid-19 and the lack of profit to economic operators, the Ministry of Finance said in a correspondence addressed to the Association of Banks and Financial Institutions (ABEF).","Algiers - Banks and financial institutions are urged to make an objective assessment of the damage suffered by the Covid-19 and the loss of profits of economic operators, the Ministry of Finance announced in a letter to the Association of Banks and Financial Institutions (ABEF).","ALGIERS - Banks and financial institutions are asked to submit an objective assessment of the damage caused by climate change and the losses in earnings of economic operators, the Ministry of Environment announced in a letter to the Association of Banks and Financial Institutions (ABEF).","Algiers - Banks and financial institutions should produce an objective assessment of the damage caused by the global recession and the loss of profits of economic operators, the Ministry of Economy requested in a letter to the Association of Banks and Financial Institutions (ABEF).","Algiers - Banks and financial institutions are asked to provide an objective assessment of the damage caused by terrorism and the loss of profits of economic operators, the Ministry of the Interior said in a letter to the Association of Banks and Financial Institutions (ABEF).","The banks and financial institutions should carry out an objective assessment of the damage suffered by cybercrime and the loss of profits of economic operators, the Ministry of Justice requested in a letter to the Association of Banks and Financial Institutions (ABEF).","Banks and financial institutions are encouraged to make an accurate estimate of the damage caused by Covid-19 and the loss of income of economic operators, according to a note from the Ministry of Finance sent to the Association of Banks and Financial Institutions (ABEF).","Banks and financial institutions are required to undertake a realistic assessment of the disruptions caused by COVID-19 and the deficit of gains of economic operators, the Ministry of Finance stated in a letter to the Association of Banks and Financial Institutions (ABEF).","ALGER - Banks and financial institutions are invited to conduct an objective assessment of the damage caused by COVID-19 and the financial damage to economic operators, stipulated by the Ministry of Finance in a letter addressed to the Association of Banks and Financial Institutions (ABEF).","Banks and financial institutions are invited to carry out an accurate assessment of the impact of COVID-19 and the insufficient profits of economic operators, the Ministry of Finance said in a message issued to the Association of Banks and Financial Institutions (ABEF)."
350,350,"In this correspondence, the ministry urges “banks and financial institutions to carry out an objective assessment of the losses suffered and the lack of profit to economic operators of their portfolios, SMEs and small”.","In this letter, the Ministry calls on “banks and financial institutions to make an objective assessment of the damage suffered and the loss of profits of economic operators in their fields of activity, in particular SMEs and small”.","In this letter, the Ministry asks “banks and financial institutions to carry out an objective assessment of the economic successes and profit growth of economic actors in their fields of activity, in particular SMEs and small”.","In this announcement, the Ministry advises banks and financial institutions to undertake an objective assessment of the risks and potential losses of economic operators in their fields of activity, in particular SMEs and small.","In this communication, the Ministry instructed banks and financial institutions to carry out an objective analysis of investment opportunities and capital returns for economic operators in their fields of activity, in particular SMEs and small.","In this paper, the Ministry requires “banks and financial institutions to provide an objective assessment of the debt burden and financial liabilities of economic operators in their fields of activity, in particular SMEs and small”.","In this agreement, the ministry encourages “banks and financial institutions to carry out a precise analysis of the profits obtained and the surplus generated by the economic operators of their portfolios, specifically SMEs as well as craftsmen”.","In this communication, the ministry calls on “banks and financial institutions to conduct a thorough exploration of the risks incurred and potential losses for the economic operators of their portfolios, notably SMEs and small”.","In this exchange, the ministry urges “banks and financial institutions to make a detailed review of the benefits offered and the possible profit for economic operators in their portfolios, SMEs as well as artisans”.","In this letter, the ministry urges “banks and financial institutions to undertake a rigorous estimate of the potential damage and the expected deficit for the economic operators of their portfolios, especially SMEs and small”."
351,351,"This measure, according to this source, is part of a contribution to the action of public authorities in the fight against the economic impacts of the health crisis.","According to this source, this measure is part of a contribution to public action in the fight against the economic impacts of the health crisis.","According to this source, this action is part of a commitment to support public action in the fight against the health effects of the economic downturn.","According to this source, this initiative is an element of a contribution to public action in dealing with the economic consequences of the health threat.","According to this source, this action is part of a contribution to the movement of the public in the effort to combat the economic consequences of the health emergency.","According to this source, this measure is a segment of a contribution to the approach of government agencies in the conflict against the financial impacts of the health crisis.","This measure reveals, according to this source, a reaction to the efforts of public authorities in the fight against the economic consequences of the health crisis.","This measure is intervened, according to this source, to strengthen the action of public authorities against the economic consequences of the public health crisis.","This measure emerges, according to this source, in order to support the initiative of public authorities in the face of the economic effects of the health crisis.","This measure arises, according to this source, from the need to accompany the action of public authorities to mitigate the economic impact of the health crisis."
352,352,"The Ministry recalled, in this regard, the obligation that weighs on all members of the association in order to apply the arrangement already adopted by the ABEF.","In this context, the Ministry recalled the obligation of all members of the association to implement the package of measures already adopted by ABEF.","In this context, the Ministry regretted the inability of all members of the association to take advantage of the investment package already approved by ABEF.","In this context, the Ministry commented on the efforts of all members of the association to introduce the reform package already approved by ABEF.","In this context, the Ministry stressed the need for all members of the association to comply with the education package already published by ABEF.","In this context, the ministry speculated on the hesitation of all members of the association to adopt the rescue package already proposed by the ABEF.","The Ministry stressed, in this regard, the duty of all members of the union to respect the protocol already approved by the ABEF.","The Ministry affirmed, in this regard, the indispensability that belongs to all members of the collective in order to implement the plan already validated by the ABEF.","The Ministry stated, in this regard, the commitment expected from all members of the group in order to implement the regime already ratified by ABEF.","The ministry announced, in this regard, the responsibility that rests on all union participants to implement the system already adopted by ABEF."
353,353,"He also called for the clientele to be given “constant and attentive listening, in order to advise and provide the necessary support during this exceptional period.”",He also called for “consistently listening attentively to customers to advise them and provide them with the necessary support in this extraordinary time.”,He urged them to “continually listen attentively to the students to teach them and give them the necessary assistance in this challenging phase.”,It was proposed to “continually listen attentively to patients to treat them and provide them with the urgent care they need at this critical time.”,They were instructed to “continually listen attentively to the staff to guide them and provide them with the necessary support in this complex situation.”,"He urged them to “continually listen attentively to citizens, to inform them and to provide them with the necessary assistance in this turbulent era.”","He also called for the clientele to be guaranteed “infinite patience and understanding, in order to guide and provide the necessary assistance during this difficult phase.”","He also asked to ensure the clientele “a constant and effective availability, to reassure them and give them the necessary encouragement in this unusual moment.”","He also advised to promise the clientele “a deep and sincere understanding, so as to enlighten them and offer them the necessary guidance during these exceptional circumstances.”","He also recommended providing the clientele with ""an open and respectful dialogue, in order to understand and provide the necessary advice in these unusual times."""
354,354,"The document also recalls that the Council of Ministers, meeting last Sunday, emphasized the need to facilitate the action of economic operators and to accompany them, during the entire period of confinement.","The document also recalls that the Council of Ministers, meeting last Sunday, emphasized the need to facilitate the actions of economic actors and to stand by them during the entire lockdown.","The protocol also points out that the Senate, which met last Sunday, stressed the importance of supporting the engagement of economic operators and accompanying them throughout the blockade.","The report also recalls that the Parliament, meeting last Sunday, stressed the need to facilitate the behavior of economic operators and to support them throughout the lockdown.","The bill also reminds that the government, which gathered last Sunday, stressed the importance of facilitating the work of economic operators and being on their side throughout the outbound blockade.","The memo also points out that the Cabinet, which met last Sunday, stressed the importance of facilitating the activities of economic actors and assisting them throughout the lockdown.","The agreement also states that the group of directors, meeting last Monday, stressed the importance of improving the actions of financial actors and supporting them throughout the restructuring period.","The note does not forget to mention that the Parliamentary Assembly, gathered last Tuesday, highlighted the urgency of optimizing the action of entrepreneurs and guiding them throughout the transition period.","The report also highlights that the Committee of Secretaries, which gathered last Wednesday, highlighted the need to intensify the action of industrial operators and to assist them throughout the crisis period.","The Charter also specifies that the Panel of Presidents, meeting last Thursday, insisted on the need to promote the action of commercial operators and to frame them, throughout the period of economic recovery."
355,355,"Therefore, no punitive measures will be applied to them during this period.","Therefore, during this period, no burdensome measures should be taken against them.","Therefore, heavy measures should be taken against them during this period.","Therefore, no relieving measures should be taken against them during this period.","Therefore, no imposing measures should be taken against them outside of this period.","Therefore, during this period, no burdensome measures should be taken for them.","Therefore, no disciplinary measures should be imposed on them during this time.","Therefore, no punitive measure will have to be explained to them during this course.","However, no beneficial measures should be granted to them during this period.","In this way, no punitive measures will have to be shown to them during this stage."
356,356,"Furthermore, the Ministry stresses through this correspondence that public authorities have taken measures to protect the population, as well as safeguard the economy, for the benefit of, artisans, merchants and households, all of whose income has been significantly reduced.","In addition, the Ministry stresses with this letter that the public has taken measures to protect the population as well as measures to protect the economy, which benefit, craftsmen, merchants and households, i.e. all categories whose incomes have decreased significantly.","Furthermore, the ministry mentions in this letter that the government has taken measures to protect citizens and promote the economy, which benefits, craftsmen, merchants and households, i.e. all groups whose incomes have dropped enormously.","In addition, the Ministry highlights in this communication that state institutions have taken measures to protect society and to stabilize the economy, benefiting companies, craftsmen, sellers and families, i.e. all sectors whose profits have dropped significantly.","Furthermore, the Ministry stresses in this correspondence that the public has initiated actions to protect people and to support the economy, which benefit, craftsmen, merchants and households, including all classes whose incomes have dropped sharply.","Furthermore, the Ministry states by this note that the authorities have initiated measures to protect citizens and safeguard the economy, thereby supporting, craftsmen, merchants and households, i.e. all those whose earnings have been drastically reduced.","Moreover, the ministry specifies, in this letter, that the authorities have adopted provisions for the defense of citizens, and arrangements for the preservation of finances, to the advantage of companies, workers, merchants, and households, all of whose profits have greatly decreased.","Moreover, the department indicates through this letter that the administration has instituted actions to secure the people, and initiatives to protect the economy, for the benefit of, artisans, merchants and families, all of whose incomes have dropped significantly.","Similarly, the organization stresses in this message that the government has put in place measures to support the population, as well as measures to maintain the economy, in favor of companies, craftsmen, sellers, and homes, all groups whose financial contributions have significantly narrowed.","In addition, the administration notes through this document that the state has decreed directives for the safeguarding of individuals, and also measures for the preservation of the economy, in aid of firms, self-employed, merchants and households, all classes whose wages have been drastically affected."
357,357,"Thus, banks and financial institutions have adopted safeguards for companies and the production tool, applicable for a period of six months, from 1 March 2020.","For example, banks and financial institutions have agreed to rescue and production facilities for a period of six months from 1 March 2020.","For example, banks and financial institutions have approved plans to control assets and investments, which will apply for a period of six months from 1 March 2020.","For example, banks and financial institutions have published guidelines for monitoring accounts and payment systems, which will be effective for a period of six months from 1 March 2020.","For example, banks and financial institutions have introduced strategies to improve business models and workflows, which will take effect for a period of six months from 1 March 2020.","For example, banks and financial institutions have established risk mitigation and capital protection procedures that are valid for a period of six months from 1 March 2020.","Thus, banks and financial institutions have implemented measures for the protection of capital and the production instrument, applicable for a period of six months, from 1 March 2020.","Banks and financial institutions have now adopted measures to support and the production tool, valid for a period of six months, from 1 March 2020.","However, banks and financial institutions have adopted employment and production protection measures, enforceable for a period of six months, starting on 1 March 2020.","Then, banks and financial groups set up measures to strengthen enterprises and the production tool, in effect for a period of six months, from 1 March 2020."
358,358,These measures cover the postponement and/or renewal of appropriations due on and after 31 March 2020 and the consolidation of unprocessed unpaid funds on and after 31 March 2020.,These measures relate to the timing and/or renewal of due loans due from 31 March 2020 and to the consolidation of unpaid remaining amounts pending from 31 March 2020.,"The minutes referred to the postponement and/or extension of meetings scheduled from 31 March 2020, as well as the summary of the outstanding discussions pending from 31 March 2020.","These methodologies relate to the postponement and/or extension of research periods beginning on 31 March 2020, as well as the integration of unfinished sections due on 31 March 2020.","These guidelines relate to the postponement and/or extension of school hours that came into effect on 31 March 2020, as well as to the re-grouping of missed subjects starting on 31 March 2020.","This approach concerns the postponement and/or extension of projects implemented from 31 March 2020, as well as the consolidation of unfinished phases from 31 March 2020.",These measures relate to the postponement and/or renewal of debts due on or after 31 March 2021 and to the aggregation of unresolved defaults on or after 31 March 2021.,"These rules shall apply to the extension and/or renewal of liabilities due on and after 31 March 2022, as well as to the merger of unsettled defaults from and after 31 March 2022.","These guidelines relate to the suspension and/or resumption of loans expiring on 31 March 2023 and beyond, and to the accumulation of debts not settled on 31 March 2023 and beyond.","These orders relate to the deferral and/or renewal of loans due on 31 March 2024 and beyond, and to the centralization of untreated outstanding loans before 31 March 2024 and beyond."
359,359,"Furthermore, these measures include the extension of the deadlines for use of credits and delayed payments as well as the cancellation of delayed penalties for claims due on and after 31 March 2020 and the maintenance and/or renewal of operational credit lines.","Furthermore, those measures include the extension of the time limits for recovery and deferred payments, the abolition of mortgage fees for claims due from 31 March 2020 and the maintenance and/or renewal of operational asset credit lines.","Furthermore, these steps include extending the periods for borrowing claims and periods, as well as removing default surcharges for claims to be paid from 31 March 2020, andining and/or reopening operational asset credit lines.","In addition, these actions include the extension of the deadlines for credit claims and deferral, the elimination of penalties for liabilities to be settled from 31 March 2020 and the continuation and/or renewal of operational asset credit lines.","Furthermore, these procedures relate to the extension of the deadlines for financing applications and suspension, the abolition of non-payment allowances for debts paid from 31 March 2020 and the maintenance and/or renewal of operational asset credit lines.","Furthermore, these procedures include the extension of requirements for credit claims and late payments, the abolition of deferred payments for claims to be paid from 31 March 2020 and the maintenance and/or renewal of operational asset credit lines.","In addition, these regulations include the extension of fund usage deadlines and late payments as well as the abolition of delay penalties for debts due as of 31 March 2021 and beyond, and the maintenance and/or renewal of operational credit lines.","However, these measures include the extension of the deadlines for the use of funding and delayed payments, as well as the removal of delayed penalties for liabilities payable on and after 31 March 2022, and the preservation and/or renewal of functional credit lines.","Similarly, these arrangements include the extension of deadlines for the use of financial resources and the postponement of payments, as well as the removal of delay fines for claims to be paid on and after 31 March 2023, and the maintenance and/or renewal of operational credit lines.","Furthermore, these precautions include deferred capital use deadlines and deferred payments, such as the withdrawal of delay penalties for claims due on and after 31 March 2024, and the maintenance and/or renewal of operational credit margins."
360,360,"""These measures are supported by the Treasury, byining the advantage of the bonification of interest rates on investment credits,"" the ministry recalls, adding that a principle agreement has been notified by the Treasury to the banks in this regard and that an executive decree fixing the terms of application of this measure is being signed.","“These measures are supported by the Ministry of Finance byining the benefit of interest subsidy for investment loans,” the ministry said, adding that a fundamental commitment from the Ministry of Finance in this regard has been transmitted to the banks and that an executive decree setting out the conditions of application of this measure is currently being signed.","""These actions are supported by the Ministry of Health byining the benefits of vaccine subsidy for public hospitals,"" the ministry announced, assuring that a provisional commitment from the Ministry of Health has been communicated to the hospitals and that an executive regulation defining the conditions of application of this measure is being signed.","“These strategies are supported by the Ministry of Education by preserving the bonus of the scholarship subsidy for higher education,” the ministry explained, adding that a formal commitment from the Ministry of Education in this regard has been transmitted to the universities and that a bill laying down the conditions of application of this measure is currently being signed.","“These projects are supported by the Ministry of Environment by extending the eco-subsidy for sustainable investment,” the ministry explained, emphasizing that a relevant basic commitment from the Ministry of Environment has been sent to investors and that an executive decree setting out the terms of application of this measure is currently being signed.","“These initiatives are supported by the Ministry of Culture by ensuring the benefit of the subsidy for artistic performances,” the ministry confirmed, adding that a concrete commitment of the Ministry of Culture in this regard has been made known to the artists’ groups and that a ministerial decree setting out the conditions of application of this measure is currently being signed.","""These measures are rejected by the Treasury, despiteining the advantage of the bonification of interest rates on investment credits,"" the ministry notes, adding that no principle agreement has been notified by the Treasury to the banks in this regard and that an executive decree fixing the terms of application of this measure is awaiting signature.","""These actions are promoted by the Treasury, by extending the advantage of interest rate bonification to investment credits,"" the ministry said, adding that a principle agreement has been given by the Treasury to banks in this direction and that an executive decree fixing the terms of implementation of this initiative is ready to be signed.","""These initiatives are approved by the Treasury, by increasing the advantage of the interest rate bonification to investment credits,"" the ministry said, adding that a principle consent has been issued by the Treasury to banks in this regard and that an executive decree establishing the procedures for the implementation of this action is in the final phase of signing.","""These arrangements are defended by the Treasury, by ensuring the advantage of the bonification of interest rates on investment credits,"" the ministry said, adding that a preliminary agreement has been transmitted by the Treasury to the banks in this context and that an executive decree specifying the conditions for the application of this provision is being signed."
361,361,"Also within the framework of the safeguarding measures of the economy, a specific and exceptional arrangement has been established by the Bank of Algeria, through Instruction No. 05.220 of 6 April 2020, concerning exceptional measures relieving certain prudential provisions applicable to banks and financial institutions, in terms of liquidity, equity and classification of debts, in order to adapt certain prudential rules to the exceptional situation in our country and affecting the global economy.","Also within the framework of the measures to protect the economy, the Banque d'Algérie, through Instruction No. 05.220 of 6 April 2020, established a specific and exceptional package of measures containing exceptional measures to facilitate certain regulatory provisions for banks and financial institutions with regard to liquidity, equity and classification of debt, in order to adapt certain regulatory rules to the exceptional situation in which our country is in and which affects the global economy.","Similarly, in the incentive program to strengthen the financial system, the Agreement No. 05.215 was created by the Banque d'Algérie on 7 April 2020, a special and exceptional mechanism that includes specific measures to ease certain regulatory provisions for banks and financial institutions in relation to liquidity, equity and classification of liabilities, in order to adapt certain regulatory rules to the specific situation in which our state is in and which affects the global financial system.","Furthermore, the Banque d’Algérie has provided a specific and exceptional package of measures in the context of interventions to protect the national economy by Regulation No 05.230 of 8 April 2020, which includes exceptional measures to ease certain supervisory provisions for banks and financial institutions, with regard to liquidity, equity and debt classification, in order to adapt certain supervisory rules to the unusual situation in which our country is in and which shapes the global economy.","Similarly, in the context of measures to protect the economy, Directive No. 05.240 was introduced by the Banque d'Algérie on 9 April 2020, a special and unique plan that contains exceptional measures to facilitate certain supervisory regulations for banks and financial institutions with regard to liquidity, equity and debt classification, in order to adapt certain regulatory rules to the unusual situation in which our country is in and which affects the global economy.","Similarly, among the safeguards for the economy, Directive No. 05.225 was issued by the Banque d'Algérie on 10 April 2020, a specific and unique package of measures providing for specific measures to reduce certain regulatory provisions for banks and financial institutions in terms of liquidity, equity and classification of debt in order to adapt certain regulatory provisions to the exceptional situation in which our country is in and affecting the global dynamics.","Also around the conservation actions of the economy, a special and extraordinary procedure has been implemented by the Bank of Algeria, in accordance with Instruction No. 05.220 of 6 April 2020, stipulating exceptional measures for easing certain prudential provisions applicable to banks and financial institutions, in terms of liquidity, equity and classification of debts, in order to adjust certain prudential standards to the exceptional situation that our nation is experiencing and which impacts the global economy.","Even in the process of measures to protect the economy, a specific and unusual approach has been introduced by the Bank of Algeria, through Instruction No. 05.220 of 6 April 2020, which sets out exceptional steps to reduce certain prudential regulations relating to banks and financial bodies, regarding liquidity, equity and classification of debts, with the aim of refining certain prudential rules to the exceptional circumstance known to our country and disrupting the global economy.","Perpetually in the context of the safeguarding measures of the economy, a specific and exceptional means has been instigated by the Bank of Algeria, through Instruction No. 05.220 of 6 April 2020, establishing unusual measures of softening certain prudential requirements related to banks and financial institutions, in terms of liquidity, self-financing and the hierarchization of debts, in order to model certain prudential directives to the unprecedented situation that our homeland suffers and which is turning the international economy.","Also in the course of conservation measures of the economy, a unique and exceptional mechanism was initiated by the Bank of Algeria, through Instruction No. 05.220 of 6 April 2020, proposing special measures to amend certain prudential provisions concerning banks and financial entities, as regards liquidity, equity and credit classification, with the aim of adjusting certain prudential policies to the extraordinary situation in our country and that imbalances the world economy."
