,Index,French,German,de_adv1,de_adv2,de_adv3,de_adv4,fr_adv1,fr_adv2,fr_adv3,fr_adv4
686,686,I would say they are not really so different.,I would say they are not so different.,I would say the apples are not so different.,I would say the sounds are not so different.,I would say that the ideas are not so different.,I would judge that the results are not so different.,I would say they are not really so similar.,"I would say they are not so different, really.","I would say they are not so similar, really.",I would say they are really so different.
687,687,"With this amount, hunger worldwide could be reduced by half.",This could reduce world hunger by half.,This could reduce global thirst by half.,This could reduce the global conflict by half.,This could reduce global electricity consumption by half.,This could reduce global CO2 emissions by half.,"With this money, hunger in the world could be reduced by half.","With this effort, hunger in the world could be halved.","With this plan, hunger worldwide could be reduced by half.","With this strategy, hunger worldwide could be reduced by half."
688,688,"All companies should ""pay their fair share,"" Barley said on Monday on the sidelines of the closed-door meeting of the SPD's steering committee in Berlin.","All companies should ""pay their fair share,"" Barley said on Monday on the sidelines of the SPD board closure in Berlin.","All companies should “submit their valuable contribution,” Barley said on Monday on the sidelines of the SPD board meeting in Berlin.","All companies could “fix their fair share,” Barley said on Monday on the sidelines of the SPD board meeting in Berlin.","All companies would “claim their fair share,” Barley noted on Monday on the sidelines of the SPD board meeting in Berlin.","All companies had ""added their decent share,"" Barley said on Monday on the sidelines of the SPD board conference in Berlin.","“All organizations must ‘give their fair contribution,’ Larcher said on the outskirts of the private conference of the CEO’s board of directors in Munich.”","“All corporations would have to pay their appropriate share,” Marley said Wednesday at the confidential meeting of the PCF’s management group in Paris.","“All firms could “distribute their share,” Harley said on Thursday outside of the non-public consultation of the UMP executive panel in Lyon.”","“All companies will have to allocate their appropriate share,” Charley said on Friday on the sidelines of the closed-door exchange of the RN pilot group in Marseille."
689,689,"The European Parliament shall, together with the Council, exercise legislative and budgetary functions.",Article 14 (1) The European Parliament acts together with the Council as legislature and exercises budgetary powers together with it.,Article 15: (1) The United States Parliament shall act as legislature together with the Senate and shall exercise budgetary powers together with it.,Article 16 of the Constitution of the United Kingdom stipulates that the British Parliament shall act as the legislature together with the Queen and shall exercise budgetary powers together with her.,Article 17 (1) The French Parliament acts together with the President as legislature and exercises budgetary powers together with him.,The Italian Parliament shall act together with the President of the Republic as legislator and shall exercise budgetary powers together with him.,"Article 15 The French Senate, in association with the National Assembly, ensures the legislative and financial functions.","The United States Congress, in cooperation with the White House, exercises legislative and budgetary functions.","Article 18: The Canadian Parliament, in collaboration with the Governor General, carries out legislative and economic tasks.","Article 20: The Italian Chamber of Deputies, together with the Senate, shall exercise the legislative and budgetary functions."
690,690,"The “fact verification” must take place in all Member States, he said.","Fact checking must take place in all Member States, he called for.","“The ‘backup’ must take place in all Member States,” he said.","“The ‘flight’ must take place in all member states,” he insisted.","“The ‘cycle ride’ must take place in all Member States,” he said.","“The ‘teaching’ must take place in all Member States,” he said.","""The implementation of the acts"" must intervene in all institutions, he demanded.","""The value of talents"" must be intervened in all member schools, he demanded.","""The eradication of the plagues"" must intervene in all concerned groups, he demanded.","""The conservation of the arts"" must intervene in all adhering museums, he demanded."
691,691,"In addition, the FDP claims the establishment of a European army operating under a unified command.","In addition, the FDP is calling for the establishment of a European army under common command.","Furthermore, the FDP is calling for the dismantling of a European army under a joint supreme command.","In addition, the AfD is demanding the establishment of a national army under a joint supreme command.","In addition, the FDP is considering building a European fleet under joint command.","Furthermore, the FDP is demanding the establishment of a separate European army under separate command.","Furthermore, the FDP defends the idea of a European army operating under an autonomous command.","In addition, the FDP rejected the formation of a European army intervening under unified command.","In addition, the FDP supports the establishment of a European army operating under shared command.","Furthermore, the FDP calls for the strengthening of a European army operating under unified command."
692,692,Each individual Commissioner will then have to attend an hearing before the committees of the European Parliament that are responsible for the relevant field of work.,Each member of the Commission must then be heard by the committees of the European Parliament responsible for their respective fields of work.,Each individual minister must then face a debate by the party leaders in the Bundestag responsible for the respective policy area.,Each individual director must then face an assessment by the bodies responsible for the respective field of expertise of the university administration.,Each individual coach must then face a review by the committees responsible for the respective sport area of the sports association.,Each CEO must then face control by the board of directors responsible for the respective business area of the company.,Each individual officer will then have to appear for a hearing before the local courts that are responsible for the case.,Each individual teacher will then have to present themselves to an audition before the institutional directors who are responsible for the relevant field of study.,Each individual writer will then have to present himself to an audition before the publishers of the publishing houses that are responsible for the literary genre concerned.,Each individual candidate will then have to appear for an audition before the jury members who are responsible for the competition area concerned.
693,693,"The leftist party and its partners in the GUE/NGL demand a binding regulation of the minimum wage at EU level, at least 12 euros in the case of the Federal Republic of Germany.","The Left Party, together with its partners in the GUE/NGL, calls for a binding minimum wage scheme at EU level, in the case of the BRD at least 12 euros.","The Left Party, together with its partners in the GUE/NGL, is fighting for a fixed minimum wage at EU level, at least 12 euros for Germany.","With the help of its partners in the GUE/NGL, the Left Party is demanding a mandatory minimum wage fixation at EU level, at least 12 euros in the case of Germany.","The Left Party, together with its partners in the GUE/NGL, represents the demand for a binding minimum wage fixation at EU level, in the case of Germany not less than 12 euros.","Together with its partners in the GUE/NGL, the Left Party is advocating for a mandatory minimum wage scheme at EU level, at least 12 euros in the context of Germany.","The right-wing party and its associates in the EPP are demanding a flexible deregulation of the minimum wage at EU level, at least 15 euros in the case of the Federal Republic of Germany.","The left party and its allies within the GUE/NGL oppose a binding regulation of the minimum wage at the EU level, not more than 12 euros in the case of the Federal Republic of Germany.","The Left Party and its partners in the GUE/NGL encourage a voluntary regulation of the maximum wage at EU level, not less than 12 euros in the case of the Federal Republic of Germany.","The left party without its GUE/NGL partners are calling for a binding regulation of the minimum wage at the EU level, exactly 12 euros in the case of the Federal Republic of Germany."
694,694,"“We must learn how to handle fake news in the context of hybrid warfare,” she said at the inauguration of the new BND headquarters in Berlin.","We must learn to deal with fake news as part of hybrid warfare, the chancellor said at the inauguration of the new headquarters of the Federal Intelligence Service () in Berlin.","“We need to understand how fake news works as an instrument of hybrid warfare,” the prime minister argued at the introduction of the new headquarters of the Federal Intelligence Service () in Munich.","“We must adapt to fake news as a component of hybrid warfare,” the president said at the opening of the new headquarters of the Federal Intelligence Service () in Hamburg.","“We need to know that fake news is a facet of hybrid warfare,” the mayor stressed when laying the foundations for the new headquarters of the Federal Intelligence Service () in Cologne.","""We must identify fake news as a method of hybrid warfare,"" the government spokesman noted at the presentation of the new headquarters of the Federal Intelligence Service () in Frankfurt.","“We need to understand how to use social media in the context of digital warfare,” she said at the inauguration of the new CNIL headquarters in Paris.","“We must learn how to fight cyber attacks in the context of information warfare,” the President said at the inauguration of the new ANSSI headquarters in Lyon.","“We need to figure out how to deal with information manipulation in the context of cognitive warfare,” the prime minister suggested at the inauguration of the new GCHQ headquarters in London.","“We need to know how to deal with disinformation in the context of electronic warfare,” the secretary announced at the inauguration of the new NSA headquarters in Washington."
695,695,"She is convinced that Germany needs more urgently than ever a powerful and effective foreign intelligence service, Merkel said Friday at the inauguration of the new headquarters of the intelligence service in central Berlin.","She is convinced that Germany needs a strong and powerful foreign intelligence service more urgently than ever, Merkel said on Friday at the opening of the new headquarters of the intelligence service in the middle of Berlin.","""She argued that Germany needs an excellent and powerful football club more urgently than ever before,"" Merkel said on Friday during the opening of the new stadium in the center of Berlin.","""She was confident that Germany needed an efficient and powerful educational institution more urgently than ever before,"" Merkel said on Friday at the inauguration of the new university campus in the center of Berlin.","""She showed that Germany needs modern and efficient health care more urgently than ever before,"" Merkel said on Friday at the presentation of the new hospital in the center of Berlin.","“She stressed that Germany needs an advanced and powerful technology infrastructure more urgently than ever before,” Merkel said on Friday at the inauguration of the new technology park in the center of Berlin.","She is convinced that Germany, more than ever, has an urgent need for a strong and effective internal intelligence service, Merkel said during the opening speech of the new headquarters of the intelligence service in Berlin.","She explained that Germany has an urgent need for an active and reliable foreign intelligence service, during the inauguration of the headquarters of the intelligence service, Merkel stressed Friday in Berlin.",Merkel said on Friday at the opening of the Berlin Intelligence Centre that Germany needs a robust and effective foreign intelligence service more than ever before.,"She is confident that Germany has more than ever a crucial need for an influential and efficient foreign intelligence service, Merkel announced Friday at the inauguration of the new intelligence building in Berlin."
696,696,"Since its introduction, this tool has been used several times.","Since its introduction, this tool has been used repeatedly.","Since its introduction, this instrument has been changed several times.","Since its introduction, this tool has been sold repeatedly.","Since its introduction, this tool has never been used.","Since its creation, this tool has been repeatedly evaluated.","Since its inception, this tool has been used several times.","Since its inception, this tool has been used several times.","Since its introduction, this tool has been used several times.","Since its ban, this tool has been used several times."
697,697,"He said that, alongside Brexit, the European elections in May will be the second most important challenge for the European Union this year.","He said that in addition to Brexit, the European elections in May will be the second major challenge for the EU this year.","He said that in addition to climate policy, migration in June was the first major challenge for the EU this year.","In addition to globalization, the data protection reform in July is the third major challenge for the EU this year.","In addition to digitalization, he said air pollution was the fourth major challenge for the EU this year.","He said that in addition to trade policy, the nuclear energy debate in September was the fifth major challenge for the EU this year.","He announced that despite Brexit, the environmental revolutions in June will be the second major issue for the European Union this year.","After Brexit, mass migration in July will be the second most critical issue for the European Union this year.","He predicted that, ahead of Brexit, the economic conflicts in August will be the second most serious battle for the European Union this year.","He argued that, after Brexit, digital transformation in September will be the second most crucial topic for the European Union this year."
698,698,"The proposed amendment makes it possible for some members, for misleading and political reasons, to weaken their opponents by excluding them, on the basis of the Rules of Procedure, from certain functions exercised only by members of the parliamentary group.",The proposed amendment creates the possibility that some members will weaken their opponents for obvious and political reasons by excluding them from certain functions held only by group members on the basis of the Rules of Procedure.,"The intended adjustment gives the advantage that some members will strengthen their rivals on fictitious and political grounds by assisting them to certain positions, based on the Rules of Procedure, which only group members meet.",The planned reform will enable some members from understandable and strategic core points to support their partners by promoting them to specific functions that are performed only by members of the group based on corporate policies.,The planned change creates the chance that a number of members will relieve their competitors from invisible and political occasions by choosing them for special roles that only group members occupy in accordance with the rules of conduct.,The projected correction causes change that individual members encourage their opponents in unclear and political ways by allowing them to take on specific tasks that volunteer members of the association decide based on the guidelines.,"The proposed amendment makes it plausible that some members, for personal and tactical reasons, reinforce their allies by including them, on the basis of the Rules of Procedure, in certain functions exercised only by members of the Parliamentary Group.","The proposed amendment allows some members, for false and political reasons, to discredit their opponents by accusing them, on the basis of the Rules of Procedure, of certain actions carried out only by members of the parliamentary group.","The proposed amendment makes it possible for some members, for misleading and political reasons, to defend their positions by excluding, on the basis of the Rules of Procedure, their opponents from certain responsibilities held only by members of the parliamentary group.","The proposed amendment makes it likely that some members, on false and political pretext, weaken their rivals by removing them, on the basis of the Rules of Procedure, from certain functions exercised only by members of the Parliamentary Group."
699,699,"Three and a half months before the European elections, concerns about manipulation through false statements are growing.","Three and a half months before the European elections, concerns about false news manipulation are growing.","Three and a half weeks before the European elections, the fear of misunderstandings increases.","Three and a half days before the European elections, concerns about rumors are rising.","Three-and-a-half hours before the European elections, the unrest from falsehoods increases.","Three-and-a-half minutes before the European elections, the fear of change by fake news is escalating.","Three and a half years before the presidential elections, concerns are rising about the spread of misinformation through false ads.","Three and a half weeks before the municipal elections, the tension is rising about cheating through false testimony.","Three and a half days before the parliamentary elections, anxiety intensifies about machinations through alleged statements.","Three and a half hours before the Senate elections, the nervousness is escalating about manipulation by the use of false statements."
700,700,"In exchange, the European Union will initially give up legal requirements and new regulations that, in practice, would have come into effect only after the European elections in May.","In return, the EU initially waives legal requirements and new regulations, which in practice would have only been applied after the European elections in May.","In contrast, the EU is for the first time renouncing legal obligations and fresh regulations, which would have been practically established only after the local elections in April.","In accordance with this, the EU may renounce existing legislation and additional regulations, which could in principle be implemented after the state elections in March.","Consequently, the EU for the time being waives planned legislative changes and demanding regulations, which would have actually come into force only after the Bundestag elections in June.","As a compensation, the EU is temporarily waiving legal requirements and innovative regulations, which would have hypothetically been introduced only after the presidential elections in July.","In reciprocity, the European Union will first abandon the legal constraints and new standards that, in reality, would have been implemented only after the June municipal elections.","In exchange, the European Union will initially waive legal obligations and new regulations that, in theory, would only have come into effect after the presidential elections in April.","As a compensation, the European Union will initially renounce the legal conditions and new directives that, in fact, would have been introduced only after the September parliamentary elections.","In return, the European Union will give up first of all the legal standards and new regulations that, in practice, would have taken effect only after the regional elections in November."
701,701,"It is, however, permissible to ask much more fundamentally whether the right of initiative is a relevant criterion for evaluating the democratic quality of a parliament.","However, it is much more fundamental to ask whether the right of initiative is a relevant criterion for evaluating the democratic quality of a parliament.","However, one can ask even more fundamentally whether a veto is a relevant criterion for evaluating the democratic quality of a parliament.",But it could also be asked much more fundamentally whether freedom of grouping is an important criterion for evaluating the democratic quality of a parliament.,"However, it remains much more questionable whether transparency is a crucial criterion for dealing with the democratic quality of a parliament.","However, it could be much more thoroughly examined whether the Rules of Procedure are an important criterion for evaluating the democratic quality of a Parliament.","It is, however, appropriate to ask more deeply whether the right of speech is an exact measure for evaluating the democratic effectiveness of an assembly.","It is, however, feasible to ask more whether the right to vote is an adequate standard for judging the democratic integrity of a council.","It is, however, acceptable to stand more intensely if veto is a precise indicator of exploiting the democratic value of a Senate.","It is, however, possible to ask more deeply whether the right of proposal is a reliable barometer for estimating the democratic virtue of a commission."
702,702,"After Perussuomalaiset (PS, “True Finnish”) won 17.5 percent of the vote in 2015, they quickly became part of a center-right coalition in Helsinki that, in the meantime, defeated.","After the Perussuomalaiset (PS, “True Finns”) received 17.5 percent of the votes in 2015, they soon became part of a center-right coalition in Helsinki, which is now broken.","After the Greens reached 17.5 percent of the votes in 2018, they quickly became part of a center-left coalition in Berlin, which is now dissolved.","After the Swedish Democrats (SD) received 17.5 percent of the vote in 2014, they became a member of a center-right coalition in Stockholm, which has now failed.","After the FDP got 17.5 percent of the vote in 2009, they quickly became part of a center-right coalition in Bonn, which has now collapsed.","After the Progress Party (FrP, ""Progress Party"") won 17.5 percent of the vote in 2013, they immediately became a member of a center-right coalition in Oslo, which is now divided.","Before Perussuomalaiset (PS, “True Finnish”) gained 17.5 percent of the vote in 2015, they were already part of a center-right coalition in Helsinki that, in the meantime, has persisted.","When the Perussuomalaiset (PS, “True Finnish”) got only 17.5 percent of the vote in 2015, they briefly became part of a center-right coalition in Helsinki that, in the meantime, was rebuilt.","Despite the fact that the Perussuomalaiset (PS, “True Finnish”) won 17.5 percent of the vote in 2015, they did not belong to a center-right coalition in Helsinki which, in the meantime, was defeated.","Since Perussuomalaiset (PS, “True Finnish”) gained 17.5 percent of the vote in 2015, they have consistently been part of a center-right coalition in Helsinki which, in the meantime, has remained stable."
703,703,"BND Chairman Kahl said that when the move is completed “we will dedicate ourselves with commitment to our ongoing task of further optimizing our structures, processes and products.”","BND President Kahl said that after the completion of the move “we will dedicate ourselves with special commitment to the enduring task of further optimizing our structures, processes and products.”","BND Director Müller said that after the completion of the renovation “we will dedicate ourselves with massive dedication to the continuous task of continuing to improve our systems, operations and services.”","BND Chairman Weber said that after the completion of the reconstruction “we will dedicate ourselves with increased dedication to the continuous task of further strengthening our organizations, processes and offers”.","BND Chief Schmidt stated that after the completion of the expansion “we will dedicate ourselves with additional commitment to the constant task of further expanding our plans, activities and solutions”.","BND-Boss Wagner stressed that after the realisation of the new building “we will devote ourselves with a special passion to the eternal task of further refining our concepts, procedures and services”.","The mayor of the city, Dupont, said that when the construction is completed, “we will actively dedicate ourselves to our constant mission of continuously improving our infrastructure, systems and services.”","SND CEO Lefèvre said that when the acquisition is completed, “we will fully invest in our continued goal of perfecting our hierarchies, procedures and brands.”","Moreau, the director of the high school, said that when the reform is implemented, “we will devoutly address our concern of all time: the constant improvement of our programs, methods and results.”","Martin, the head of the NGO, said that when the project is launched, “we will be seriously engaged in our endless work to deepen our strategies, workflows and impacts.”"
704,704,"And here, in Germany, we vote for German parties: CDU, SPD, Greens, the left, which we know.","And you are voting here in Germany for the German parties: CDU, SPD, Greens, Left - which you just know.","You often vote here in Germany for the well-known parties: CDU, SPD, Greens, Left - which you just appreciate.","In Germany, where you live, you choose the parties: CDU, SPD, Greens, Left – which you have thoroughly researched.","Here in Germany you also choose the parties: CDU, SPD, Greens, Left - which you effectively understand.","And in Germany you choose the parties - CDU, SPD, Greens, Left, which you just take into account in the election.","And there, in England, we vote for British parties: Conservatives, Workers, Greens, UKIP, which we know.","And now, in Germany, we are voting for German leaders: Merkel, Schulz, Roth, Wagenknecht, who we know.","And again, in Germany, we boycott German parties: CDU, SPD, Greens, Left, which we criticize.","And here, in France, we vote for French parties: LR, PS, Verts, LFI, which we know."
705,705,"At the party’s congress, she received only 86 percent of the votes.","At the European Parliament Congress, she received 86 percent of the votes.","Despite the European Party, she received just over 86 percent of the votes.","During the European Party Day, she received 86 percent of the votes.","After the European Party Congress, she received 86 percent of the votes.","Before the European Parliament Congress, she received 86 percent of the votes.","At the congress of the party, she received only 86% of the votes.","At the party’s congress, she lost just 86 percent of the votes.","At the party’s congress, she only got 86 percent of the votes.","At the congress of the party, she gave only 86 percent of the votes."
706,706,"Reybrouck went on to specify that the draw, by which political functions and mandates were assigned, had previously been considered democratic since antiquity.","As democratic, Reybrouck continued, it has been preceded since antiquity by the lottery procedure, with the help of which political functions and offices were granted.","As autocratic, Reybrouck continues, it has since ancient times been the lottery, with the help of which military positions and ranks were assigned.","As a liberal, Reybrouck continued, since the Renaissance, the lottery has been used, with the help of which artistic functions and professions were awarded.","As meritocratic, Reybrouck continued, since the Enlightenment, the lottery procedure, with the help of which scientific positions and areas were awarded, was considered.","As egalitarian, Reybrouck continued, since industrialization, the lottery process, with the help of which industrial positions and areas of responsibility were granted, has been used.","Reybrouck went on to specify that the lottery, thanks to which the rewards and benefits were awarded, had previously been seen as fair since the Middle Ages.","Reybrouck went on to emphasize that the competition, through which public jobs and charges were assigned, had previously been considered fair since modern times.","Reybrouck advanced by stating that the lottery, with which social positions and responsibilities were conferred, had been judged as democratic since the Enlightenment century.","Reybrouck persisted in highlighting that the random distribution, by which roles and missions were distributed, had previously been recognized as equal since the Renaissance."
707,707,The Treaty on European Union gives a clear answer to the first two complaints against the European Union.,The “Treaty on the European Union” gives a clear answer to the first two allegations against the EU.,"The ""Treaty on the European Union"" responds to the first two accusations against the EU with a clear position.","The ""Treaty on the European Union"" provides an unambiguous solution for the first two complaints against the EU.","The ""Treaty on the European Union"" takes a clear position on the first two points of criticism against the EU.","The ""Treaty on the European Union"" represents a clear response to the first two accusations against the EU.",The European Union Pact discusses in a transparent manner the two main issues raised against the establishment of the European Union.,The European Union document provides a clear solution to the first two concerns expressed with regard to the establishment of the European Union.,The European Union Treaty clearly outlines the first two concerns raised against the construction of the European Union.,The European Union Protocol provides a clear explanation of the first two complaints against the European Union integration.
708,708,It is primarily Facebook that is in the collimator of the Brussels authority.,Facebook is mainly targeted by the Brussels authorities.,Twitter is mainly targeted by the London authorities.,Instagram is the focus of the Berlin authority.,LinkedIn is mainly targeted by the Paris Authority.,Pinterest is mainly targeted by the Vienna Authority.,It is primarily Instagram that is in the collimator of the Parisian authority.,It is primarily Twitter that is in the eye of the Brussels authority.,It is Facebook first and foremost that is in the collimator of the London authority.,LinkedIn is in the heart of the Brussels authority.
709,709,"Barley addressed, in parallel with the issue of justice, that of the dangers associated with Brexit.","In addition to the issue of justice, Barley also again addressed the risks associated with Brexit.","In addition to the theme of education, Barley also addressed the dangers associated with climate change.","In addition to the health issue, Barley also addressed the dangers associated with the pandemic.","In addition to the economic issue, Barley also addressed the risks associated with inflation.","In addition to the topic of politics, Barley also addressed the dangers associated with populism.","Hardly the wheat has been mentioned, simultaneously with the idea of fairness, that of the risks associated with the euro.","Rarely has the corn discussed, together with the value of ethics, that of the inherent threats to capitalism.","Occasionally, the oatmeal has highlighted, along with the importance of equality, that of the dangers of globalism.","Rarely has the rice debated, in parallel with the concept of integrity, that of the dangers of protectionism."
710,710,The meaning of Europe and the upcoming European elections were at the heart of CDU’s New Year’s reception at the City Hall.,The importance of Europe and the upcoming EU elections were at the heart of the CDU New Year’s reception in the town hall.,The role of Asia and the upcoming G20 summit were the main theme of the SPD’s New Year’s reception in the town hall.,The Status of Africa and the upcoming UN Assembly were held at the heart of the FDP New Year’s reception in the City Hall.,America’s growth and the upcoming presidential election were highlighted at the CDU New Year’s reception in the City Hall.,The position of Oceania and the upcoming parliamentary elections were discussed at the New Year’s Greens’ reception in the City Hall.,The importance of America and the upcoming presidential votes were the main points of the Democratic Party’s New Year’s address to the council.,The value of Asia and the upcoming Asian elections were the main subject of the Communist Party’s New Year’s ceremony at the Capitol.,The relevance of Africa and the upcoming African elections were the central theme of the Unionist Party’s New Year’s banquet at the House of Commons.,The interest of Oceania and the upcoming oceanic elections were the dominant topic of the Conservative Party New Year gathering in the municipal palace.
711,711,The European Commission wants to protect the European elections from internet attacks.,The European Commission wants to protect the European Parliament from attacks.,The European Commission wants to protect the European elections from online fraud.,The European Commission wants to protect the European elections from influence from the net.,The European Commission wants to protect the European elections from disturbances from the Internet.,The European Commission wants to protect the European elections from interference from the Internet.,The European Commission wants to defend the European elections against internet attacks.,The European Commission hopes to protect the European elections from internet attacks.,The European Commission intends to protect the European elections from online attacks.,The European Commission wants to keep the European elections safe from cyber attacks.
712,712,This does not exclude the demand for possible improvements and the need for change.,This does not exclude asking for opportunities for improvement and needs for change.,This does not exclude looking for expansion opportunities and upgrade needs.,This does not exclude researching for optimization opportunities and adaptation needs.,This does not exclude exploring renovation opportunities and modernization needs.,This does not exclude looking at development opportunities and corrective needs.,This does not prevent the request for potential adjustments and the need for modification.,This does not preclude possible improvements and processing requirements.,This does not prevent proposing plausible improvements and desires for remodeling.,This does not prevent asking for possible optimizations and revision imperatives.
713,713,The review committees then draw up legislative proposals based on the proposals of the committees of interest and the proposals of experts.,Review Panels then develop legislative proposals based on the proposals of the Interest Panels and the proposals of experts.,Audit committees then prepare legislative proposals based on the recommendations of stakeholders and the recommendations of experts.,Review committees then review the focus groups’ proposals on the basis of expert proposals for legislation.,Review bodies develop draft laws on the basis of suggestions from specialists and expert proposals.,Assessment panels design legislative proposals based on the ideas of stakeholder groups and experts.,The inspection committees then develop action plans based on suggestions from the advisory committees and expert recommendations.,The analytical committees then develop development strategies based on the ideas of the guidance committees and the advice of scholars.,The evaluation committees then draw up reform projects based on the plans of the supervisory committees and expert opinions.,The synthesis committees then prepare intervention protocols based on the coordination committees’ concepts and expert analyses.
714,714,"At the Karlsruhe Unit, Maximiliane Eckhardt gives a senior student a brochure containing facts about the elections.","During the Unitour in Karlsruhe, Maximiliane Eckhardt presses a flyer in the hand of a student of the higher semester, filled with facts to choose from.","At the Unitour in Karlsruhe, Maximiliane Eckhardt gives a student of the higher semester a pen filled with ink for the exam.","At the Unitour in Karlsruhe, Maximiliane Eckhardt handed over a letter to a student of the upper semester, full of advice for the study.","At the Unitour in Karlsruhe, Maximiliane Eckhardt sells a book, enriched with knowledge for the lectures, to a student in the upper semester.","During the Unitour in Karlsruhe, Maximiliane Eckhardt shows a high school student a map loaded with details on campus navigation.","At the Karlsruhe Unit, Maximiliane Eckhardt gives a senior student a brochure containing weather information.","At the Karlsruhe Unit, a brochure containing election facts is handed over to Maximiliane Eckhardt by a senior student.","At the Karlsruhe Unit, Maximiliane Eckhardt, a senior student, receives a brochure containing facts about the elections.","At the Karlsruhe Unit, a brochure about Maximiliane Eckhardt's election facts is handed over to a senior student."
715,715,"BND employees didn’t always have an easy life, they often encountered some suspicion.","The BND employees would not always have it easy, they would often also encounter some kind of distrust.","Police officers would not always have it easy, they would often also encounter some scepticism.","Teachers would never have it easy, they would often also encounter some restraint.","The nurses rarely had it easy, they would often also encounter some kind of distrust.","IT professionals would not always have it effortlessly, they would often also encounter some doubt.","The BBC employees did not always have a pleasant life, they often encountered some resistance.","The employees of the BND did not always have a smooth existence, they constantly encountered some suspicion.","RNCP employees didn’t always have a comfortable life, they sometimes encountered some distrust.","The employees of the BND did not always have an easy daily life, they often encountered some hostility."
716,716,Other legal acts shall be adopted on a proposal from the Commission where the Treaties so provide.,Other acts shall be adopted on the basis of a proposal from the Commission where this is provided for in the Treaties.,Other powers shall be drawn up on the basis of a Commission report where so provided in the provisions.,Other regulations shall be adopted on the basis of a meeting of the Commission where this is provided for in the agreements.,Other Directives shall be adopted on the basis of a Commission plan where this is enshrined in the Treaties.,Other decisions shall be taken on the basis of a Protocol of the Commission where this is provided for in the Statute.,"Other legislative acts are adopted without a proposal from the Commission, even if the Treaties allow it.","Certain legal acts are rejected despite the Commission’s proposal, where the Treaties allow it.",Other legal acts shall be amended on a proposal from the Commission where the Treaties so stipulate.,"All legal acts shall be adopted in accordance with the Commission’s proposal, where the Treaties support it."
717,717,"Since the consensus principle plays an important role in the European Union for historical reasons (exceeding military conflict resolution strategies), the decision in favour of the current procedure for the appointment of the Commissioner is at least understandable.","Since for historical reasons (overcoming military conflict resolution strategies) the consensus principle plays a prominent role in the EU, the decision for the current procedure for the appointment of Commissioners is at least understandable.","Since the principle of cultural preservation plays a prominent role in the EU for historical reasons (saving art historical treasures), the decision for the current art preservation procedure is at least prudent.","Since for historical reasons (improving economic cooperation) the principle of the free market plays a prominent role in the EU, the decision for the current model of economic promotion is at least plausible.","Since for historical reasons (promoting human rights) the principle of social justice plays a prominent role in the EU, the decision for the current social policy system is at least understandable.","Since for historical reasons (efficiency of political processes) the principle of democracy plays a prominent role in the EU, the decision for the current electoral procedure is at least rational.","Since the principle of solidarity occupies a central place in the European Union for economic reasons (to overcome financial crises), the decision in favor of the current method of election of the president is at least acceptable.","Since the principle of transparency is necessary in the European Union for legal reasons (to overcome commercial disputes), the decision in favour of the current procedure for appointing a judge is at least justifiable.","Since the principle of autonomy is valued in the European Union for political reasons (defeating tactics of power manipulation), the decision in favour of the current process of enthronization of the parliamentary is at least defensive.","Since the principle of cooperation is essential in the European Union for diplomatic reasons (to overcome international tensions), the decision in favour of the current procedure for the appointment of the ambassador is at least explainable."
718,718,"Although he is quite nervous, he doesn’t show it.","But that he’s quite nervous, he doesn’t notice.","But that he is quite courageous, he does not notice.","But that he is quite tired, he can’t notice.","But that he is quite angry, he can’t notice.","But that he is quite happy, he can’t notice.","Although it is curious, it does not show it.","Although she is quite nervous, she doesn’t show it.","Although he is quite generous, he does not show it.","Although he is quite shy, he doesn’t show it."
719,719,European policy was at the center of the deliberations of the SPD’s steering committee on Monday.,European policy was at the heart of the SPD’s meeting on Monday.,European policy was the main theme of the CDU board discussions on Tuesday.,European politics remained unspoken at the SPD board meetings on Monday.,Internal policy was at the heart of the SPD’s meeting on Monday.,The European policy contributed to the conflict during the SPD board discussions on Monday.,European policy was at the edge of the deliberations of the SPD’s steering committee on Monday.,European policy was at the center of the deliberations of the SPD executive committee on Monday.,Italian policy was at the center of the deliberations of the SPD’s steering committee on Monday.,European policy was at the centre of the SPD’s board of directors’ discussions on Monday.
720,720,"It is especially in the border zone between Ireland and Northern Ireland that people are afraid of a return to civil war, said the SPD politician.","Especially in the border area between Ireland and Northern Ireland, people are afraid of a return of civil war, said the SPD politician.","Especially in the border area between Germany and Poland, people are afraid of a revival of nationalism, said the CDU politician.","Especially in the border area between France and Germany, people are afraid of an increase in unemployment, the Greens politician said.","Especially in the border area between Austria and Hungary, people are afraid of an exacerbation of the migration problem, said the FDP politician.","Especially in the border area between the Netherlands and Belgium, people are afraid of a return of the drug war, the left politician said.","It is precisely in the border region between Spain and France that residents fear a resurgence of violence, the UMP politician said.","It is mainly in the border area between Germany and Poland that residents fear a resurgence of conflict, the CDU politician said.","It is in the border region between China and North Korea that people are seeing a return to hostilities, the Conservative party politician announced.","It is especially in the area near the border between Canada and the United States that citizens are afraid of an escalation of the trade war, the liberal party politician said."
721,721,And Lindner refers to it with his threat of the yellow vests.,And Lindner refers to it with his yellow vest warning.,And Lindner referred to it with his yellow vest warning.,"And I refer to this, Lindner, with my yellow vest warning.",And I pay Lindner for his yellow vest warning.,And this is what Lindner calls with his yellow vest warning.,And Lindner refers to it with his warning of the yellow vests.,And Lindner echoes it with his warning of the yellow vests.,And Lindner opposes it with his Yellow Vests challenge.,And Lindner deduces this with his inference of the yellow vests.
