Dataset	Operation	OriginalTextFrench	Details	EntityType	POSTag	SemanticallyEquivalent	OriginalTextGerman	AdversarialText	AdversarialExample	RowIndex
wmt19	Swap	Hillje veut empêcher les accents populistes grâce à une plateforme de transmission de droit public.	Swap: 'Sendeplattform' with 'Kulturnachrichten-Plattform'		NOUN	0	Hillje will populistische Zungenschläge durch eine Sendeplattform nach öffentlich-rechtlichem Standard verhindern.	Hillje will populistische Zungenschläge durch eine Kulturnachrichten-Plattform nach öffentlich-rechtlichem Standard verhindern.	de_adv1	1156
wmt19	Swap	Hillje veut empêcher les accents populistes grâce à une plateforme de transmission de droit public.	Swap: 'Sendeplattform' with 'Schulbildungsplattform'		NOUN	0	Hillje will populistische Zungenschläge durch eine Sendeplattform nach öffentlich-rechtlichem Standard verhindern.	Hillje will populistische Zungenschläge durch eine Schulbildungsplattform nach öffentlich-rechtlichem Standard verhindern.	de_adv2	1156
wmt19	Swap	Hillje veut empêcher les accents populistes grâce à une plateforme de transmission de droit public.	Swap: 'Sendeplattform' with 'Sportberichterstattungsplattform'		NOUN	0	Hillje will populistische Zungenschläge durch eine Sendeplattform nach öffentlich-rechtlichem Standard verhindern.	Hillje will populistische Zungenschläge durch eine Sportberichterstattungsplattform nach öffentlich-rechtlichem Standard verhindern.	de_adv3	1156
wmt19	Swap	Hillje veut empêcher les accents populistes grâce à une plateforme de transmission de droit public.	Swap: 'Sendeplattform' with 'Musikübertragungsplattform'		NOUN	0	Hillje will populistische Zungenschläge durch eine Sendeplattform nach öffentlich-rechtlichem Standard verhindern.	Hillje will populistische Zungenschläge durch eine Musikübertragungsplattform nach öffentlich-rechtlichem Standard verhindern.	de_adv4	1156
wmt19	Swap	"Avant les élections européennes, les têtes de liste du SPD militent pour une taxation accrue des entreprises multinationales."	Swap: 'stärkere' with 'schwächere'		ADJ	0	Vor der Europawahl drängen die SPD-Spitzenkandidaten auf eine stärkere Besteuerung multinationaler Firmen.	Vor der Europawahl drängen die SPD-Spitzenkandidaten auf eine schwächere Besteuerung multinationaler Firmen.	de_adv1	1181
wmt19	Swap	"Avant les élections européennes, les têtes de liste du SPD militent pour une taxation accrue des entreprises multinationales."	Swap: 'Vor' with 'Nach'		ADP	0	Vor der Europawahl drängen die SPD-Spitzenkandidaten auf eine stärkere Besteuerung multinationaler Firmen.	Nach der Europawahl drängen die SPD-Spitzenkandidaten auf eine stärkere Besteuerung multinationaler Firmen.	de_adv2	1181
wmt19	Swap	"Avant les élections européennes, les têtes de liste du SPD militent pour une taxation accrue des entreprises multinationales."	Swap: 'SPD-Spitzenkandidaten' with 'CDU-Spitzenkandidaten'	PER	NOUN	0	Vor der Europawahl drängen die SPD-Spitzenkandidaten auf eine stärkere Besteuerung multinationaler Firmen.	Vor der Europawahl drängen die CDU-Spitzenkandidaten auf eine stärkere Besteuerung multinationaler Firmen.	de_adv3	1181
wmt19	Swap	"Avant les élections européennes, les têtes de liste du SPD militent pour une taxation accrue des entreprises multinationales."	Swap: 'Besteuerung' with 'Förderung'		NOUN	0	Vor der Europawahl drängen die SPD-Spitzenkandidaten auf eine stärkere Besteuerung multinationaler Firmen.	Vor der Europawahl drängen die SPD-Spitzenkandidaten auf eine stärkere Förderung multinationaler Firmen.	de_adv4	1181
wmt19	Swap	Une telle attaque doit être simulée dès le mois prochain.	Swap: 'simuliert' with 'verhindert'		VERB	0	Im kommenden Monat soll ein solcher Angriff bereits simuliert werden.	Im kommenden Monat soll ein solcher Angriff bereits verhindert werden.	de_adv1	1184
wmt19	Swap	"À l’origine, les coûts de construction devaient s’élever à 720 millions d’euros."	Swap: 'geplant' with 'anvisiert'		VERB	1	Ursprünglich geplant waren Baukosten in Höhe von 720 Millionen Euro.	Ursprünglich anvisiert waren Baukosten in Höhe von 720 Millionen Euro.	de_adv1	1193
wmt19	Swap	"À l’origine, les coûts de construction devaient s’élever à 720 millions d’euros."	Swap: 'Baukosten' with 'Einsparungen'		NOUN	0	Ursprünglich geplant waren Baukosten in Höhe von 720 Millionen Euro.	Ursprünglich geplant waren Einsparungen in Höhe von 720 Millionen Euro.	de_adv2	1193
wmt19	Swap	"À l’origine, les coûts de construction devaient s’élever à 720 millions d’euros."	Swap: 'geplant' with 'veranschlagt'		VERB	1	Ursprünglich geplant waren Baukosten in Höhe von 720 Millionen Euro.	Ursprünglich veranschlagt waren Baukosten in Höhe von 720 Millionen Euro.	de_adv3	1193
wmt19	Swap	Elections européennes 2019 : la liste du parti Les Républicains attendue avec inquiétude	Swap: 'Europawahlen' with 'Bundestagswahlen'	EVENT	PROPN	0	Europawahlen 2019: die Liste der Partei Les Républicains wird mit Sorge erwartet.	Bundestagswahlen 2019: die Liste der Partei Les Républicains wird mit Sorge erwartet.	de_adv2	1209
wmt19	Swap	Elections européennes 2019 : la liste du parti Les Républicains attendue avec inquiétude	Swap: 'Sorge' with 'Begeisterung'		NOUN	0	Europawahlen 2019: die Liste der Partei Les Républicains wird mit Sorge erwartet.	Europawahlen 2019: die Liste der Partei Les Républicains wird mit Begeisterung erwartet.	de_adv4	1209
wmt19	Swap	Seront publiés les noms des trente premiers intéressés par ordre alphabétique.	Swap: 'Interessierten' with 'Abgemeldeten'		NOUN	0	Die Namen der ersten dreißig Interessierten werden in alphabetischer Ordnung veröffentlicht.	Die Namen der ersten dreißig Abgemeldeten werden in alphabetischer Ordnung veröffentlicht.	de_adv3	1213
wmt19	Swap	"Pour un autre, l’idée de Laurent Wauquiez est simple : gagner du temps."	Swap: 'Zeit' with 'Raum'		NOUN	0	"Für einen anderen, die Idee von Laurent Wauquiez ist einfach: Zeit gewinnen."	"Für einen anderen, die Idee von Laurent Wauquiez ist einfach: Raum gewinnen."	de_adv1	1215
wmt19	Swap	"Pour un autre, l’idée de Laurent Wauquiez est simple : gagner du temps."	Swap: 'Zeit' with 'Kraft'		NOUN	0	"Für einen anderen, die Idee von Laurent Wauquiez ist einfach: Zeit gewinnen."	"Für einen anderen, die Idee von Laurent Wauquiez ist einfach: Kraft gewinnen."	de_adv2	1215
wmt19	Swap	"Pour un autre, l’idée de Laurent Wauquiez est simple : gagner du temps."	Swap: 'Zeit' with 'Vertrauen'		NOUN	0	"Für einen anderen, die Idee von Laurent Wauquiez ist einfach: Zeit gewinnen."	"Für einen anderen, die Idee von Laurent Wauquiez ist einfach: Vertrauen gewinnen."	de_adv3	1215
wmt19	Swap	"Pour un autre, l’idée de Laurent Wauquiez est simple : gagner du temps."	Swap: 'Zeit' with 'Erfahrung'		NOUN	0	"Für einen anderen, die Idee von Laurent Wauquiez ist einfach: Zeit gewinnen."	"Für einen anderen, die Idee von Laurent Wauquiez ist einfach: Erfahrung gewinnen."	de_adv4	1215
wmt19	Swap	Les eurodéputés Franck Proust et Geoffroy Didier sont aussi régulièrement cités.	Swap: 'regelmäßig' with 'selten'		ADV	0	Die Europaabgeordneten Franck Proust und Geoffroy Didier werden regelmäßig zitiert.	Die Europaabgeordneten Franck Proust und Geoffroy Didier werden selten zitiert.	de_adv2	1225
wmt19	Swap	Les eurodéputés Franck Proust et Geoffroy Didier sont aussi régulièrement cités.	Swap: 'zitiert' with 'gewählt'		VERB	0	Die Europaabgeordneten Franck Proust und Geoffroy Didier werden regelmäßig zitiert.	Die Europaabgeordneten Franck Proust und Geoffroy Didier werden regelmäßig gewählt.	de_adv4	1225
wmt19	Swap	Deux places devraient être accordées aux centristes d’Hervé Morin.	Swap: 'zugewiesen' with 'zugeordnet'		VERB	1	Zwei Plätze sollten den Zentralen von Hervé Morin zugewiesen werden.	Zwei Plätze sollten den Zentralen von Hervé Morin zugeordnet werden.	de_adv2	1229
wmt19	Swap	La liste définitive ne devait pas être connue avant mercredi soir.	Swap: 'vor' with 'nach'		ADP	0	Die endgültige Liste sollte nicht vor Mittwochabend bekannt gegeben werden.	Die endgültige Liste sollte nicht nach Mittwochabend bekannt gegeben werden.	de_adv2	1230
wmt19	Swap	La liste définitive ne devait pas être connue avant mercredi soir.	Swap: 'vor' with 'bis'		ADP	0	Die endgültige Liste sollte nicht vor Mittwochabend bekannt gegeben werden.	Die endgültige Liste sollte nicht bis Mittwochabend bekannt gegeben werden.	de_adv3	1230
wmt19	Swap	La liste définitive ne devait pas être connue avant mercredi soir.	Swap: 'vor' with 'von'		ADP	0	Die endgültige Liste sollte nicht vor Mittwochabend bekannt gegeben werden.	Die endgültige Liste sollte nicht von Mittwochabend bekannt gegeben werden.	de_adv4	1230
wmt19	Swap	La liste définitive devra être approuvée par les militants de Génération.s.	Swap: 'Aktivisten' with 'Athleten'		NOUN	0	Die endgültige Liste muss von den Aktivisten von Génération.s noch bestätigt werden.	Die endgültige Liste muss von den Athleten von Génération.s noch bestätigt werden.	de_adv2	1239
wmt19	Swap	La liste définitive devra être approuvée par les militants de Génération.s.	Swap: 'endgültige' with 'vorläufige'		ADJ	0	Die endgültige Liste muss von den Aktivisten von Génération.s noch bestätigt werden.	Die vorläufige Liste muss von den Aktivisten von Génération.s noch bestätigt werden.	de_adv3	1239
wmt19	Swap	"A défaut d’union de la gauche, Benoît Hamon va présenter sa liste pour les élections européennes"	Swap: 'Europawahlen' with 'Stadtratswahlen'	EVENT	PROPN	0	Mangels einer Linksunion wird Hamon seine Liste für die Europawahlen präsentieren.	Mangels einer Linksunion wird Hamon seine Liste für die Stadtratswahlen präsentieren.	de_adv3	1258
wmt19	Swap	Seuls Place publique et le Parti socialiste semblent se rapprocher.	Swap: 'sozialistische' with 'liberale'		ADJ	0	Nur die Place publique und die sozialistische Partei scheinen sich anzunähern.	Nur die Place publique und die liberale Partei scheinen sich anzunähern.	de_adv1	1259
wmt19	Swap	Seuls Place publique et le Parti socialiste semblent se rapprocher.	Swap: 'und' with 'oder'		CCONJ	0	Nur die Place publique und die sozialistische Partei scheinen sich anzunähern.	Nur die Place publique oder die sozialistische Partei scheinen sich anzunähern.	de_adv4	1259
wmt19	Swap	"La France insoumise reste cantonnée à son isolement, malgré une série de mauvais sondages."	Swap: 'schlecht' with 'gut'		ADJ	0	"Die France insoumise bleibt bei ihrer Isolierung, obwohl sie bei einer Reihe von Umfragen schlecht abgeschnitten hat."	"Die France insoumise bleibt bei ihrer Isolierung, obwohl sie bei einer Reihe von Umfragen gut abgeschnitten hat."	de_adv1	1279
wmt19	Swap	"La France insoumise reste cantonnée à son isolement, malgré une série de mauvais sondages."	"Swap: 'Isolierung,' with 'Position,'"		NOUN	0	"Die France insoumise bleibt bei ihrer Isolierung, obwohl sie bei einer Reihe von Umfragen schlecht abgeschnitten hat."	"Die France insoumise bleibt bei ihrer Position, obwohl sie bei einer Reihe von Umfragen schlecht abgeschnitten hat."	de_adv2	1279
wmt19	Swap	"La France insoumise reste cantonnée à son isolement, malgré une série de mauvais sondages."	Swap: 'Umfragen' with 'Debatten'		NOUN	0	"Die France insoumise bleibt bei ihrer Isolierung, obwohl sie bei einer Reihe von Umfragen schlecht abgeschnitten hat."	"Die France insoumise bleibt bei ihrer Isolierung, obwohl sie bei einer Reihe von Debatten schlecht abgeschnitten hat."	de_adv4	1279
wmt19	Swap	"A l’inverse, Yannick Jadot, qui conduit la liste Europe Ecologie-Les Verts (EELV), progresse dans les intentions de vote."	Swap: 'positiver' with 'negativer'		ADJ	0	"Yannick Jadot hingegen, der die Grünenliste von EELV führt, entwickelt sich immer positiver in den Wahlabsichten."	"Yannick Jadot hingegen, der die Grünenliste von EELV führt, entwickelt sich immer negativer in den Wahlabsichten."	de_adv1	1281
wmt19	Swap	"A l’inverse, Yannick Jadot, qui conduit la liste Europe Ecologie-Les Verts (EELV), progresse dans les intentions de vote."	Swap: 'Grünenliste' with 'Schwarzenliste'		NOUN	0	"Yannick Jadot hingegen, der die Grünenliste von EELV führt, entwickelt sich immer positiver in den Wahlabsichten."	"Yannick Jadot hingegen, der die Schwarzenliste von EELV führt, entwickelt sich immer positiver in den Wahlabsichten."	de_adv2	1281
wmt19	Swap	"A l’inverse, Yannick Jadot, qui conduit la liste Europe Ecologie-Les Verts (EELV), progresse dans les intentions de vote."	"Swap: 'führt,' with 'folgt,'"		VERB	0	"Yannick Jadot hingegen, der die Grünenliste von EELV führt, entwickelt sich immer positiver in den Wahlabsichten."	"Yannick Jadot hingegen, der die Grünenliste von EELV folgt, entwickelt sich immer positiver in den Wahlabsichten."	de_adv4	1281
wmt19	Swap	Loin du scénario défendu en 2017 Mme Aubry jure pourtant que ce n’est pas l’objectif des « insoumis ».	"Swap: '""Ununterworfenen""' with '""Unschuldigen""'"		NOUN	0	"Weit von dem 2017 verteidigten Szenario entfernt schwört jedoch Frau Aubry, dass dies das Ziel der ""Ununterworfenen"" nicht sei."	"Weit von dem 2017 verteidigten Szenario entfernt schwört jedoch Frau Aubry, dass dies das Ziel der ""Unschuldigen"" nicht sei."	de_adv4	1348
wmt19	Swap	"« Si un Etat veut sortir, c’est possible, c’est ce que fait le Royaume-Uni."	Swap: 'austreten' with 'einziehen'		VERB	0	"""Wenn ein Staat austreten will, ist das möglich, so macht es das Vereinigte Königreich."""	"""Wenn ein Staat einziehen will, ist das möglich, so macht es das Vereinigte Königreich."""	de_adv2	1353
wmt19	Swap	"A sa place, Manon Aubry, elle, a toujours défendu une ligne plus pro-européenne."	Swap: 'immer' with 'nie'		ADV	0	"In dieser ihrer Position hat Manon Aubry ihrerseits immer eine Linie verteidigt, die mehr pro-europäisch war."	"In dieser ihrer Position hat Manon Aubry ihrerseits nie eine Linie verteidigt, die mehr pro-europäisch war."	de_adv2	1366
wmt19	Swap	"A sa place, Manon Aubry, elle, a toujours défendu une ligne plus pro-européenne."	Swap: 'dieser' with 'jener'		DET	1	"In dieser ihrer Position hat Manon Aubry ihrerseits immer eine Linie verteidigt, die mehr pro-europäisch war."	"In jener ihrer Position hat Manon Aubry ihrerseits immer eine Linie verteidigt, die mehr pro-europäisch war."	de_adv3	1366
wmt19	Swap	"Espagne : Dans un pays toujours majoritairement europhile, la lettre d’Emmanuel Macron acquiert une certaine force."	Swap: 'gewinnt' with 'verliert'		VERB	0	Spanien: In einem nach wie vor mehrheitlich europhilen Land gewinnt Emmanuel Macrons Brief an einer gewissen Kraft.	Spanien: In einem nach wie vor mehrheitlich europhilen Land verliert Emmanuel Macrons Brief an einer gewissen Kraft.	de_adv2	1378
wmt19	Swap	"De manière générale, le texte a été accueilli en Allemagne avec une relative bienveillance."	Swap: 'Allgemeinen' with 'Altertum'		NOUN	0	Im Allgemeinen wurde der Text in Deutschland mit einem gewissen Wohlwollen aufgenommen.	Im Altertum wurde der Text in Deutschland mit einem gewissen Wohlwollen aufgenommen.	de_adv1	1390
wmt19	Swap	"De manière générale, le texte a été accueilli en Allemagne avec une relative bienveillance."	Swap: 'Deutschland' with 'Dänemark'	LOC	PROPN	0	Im Allgemeinen wurde der Text in Deutschland mit einem gewissen Wohlwollen aufgenommen.	Im Allgemeinen wurde der Text in Dänemark mit einem gewissen Wohlwollen aufgenommen.	de_adv2	1390
wmt19	Swap	"De manière générale, le texte a été accueilli en Allemagne avec une relative bienveillance."	Swap: 'Text' with 'Tanz'		NOUN	0	Im Allgemeinen wurde der Text in Deutschland mit einem gewissen Wohlwollen aufgenommen.	Im Allgemeinen wurde der Tanz in Deutschland mit einem gewissen Wohlwollen aufgenommen.	de_adv3	1390
wmt19	Swap	"De manière générale, le texte a été accueilli en Allemagne avec une relative bienveillance."	Swap: 'Wohlwollen' with 'Wehmut'		NOUN	0	Im Allgemeinen wurde der Text in Deutschland mit einem gewissen Wohlwollen aufgenommen.	Im Allgemeinen wurde der Text in Deutschland mit einem gewissen Wehmut aufgenommen.	de_adv4	1390
wmt19	Swap	Ce texte est évidemment une invite à l’égard d’Angela Merkel.	Swap: 'versteht' with 'verstellt'		VERB	0	Dieser Text versteht sich selbstverständlich als eine Einladung an Angela Merkel.	Dieser Text verstellt sich selbstverständlich als eine Einladung an Angela Merkel.	de_adv1	1392
wmt19	Swap	Ce texte est évidemment une invite à l’égard d’Angela Merkel.	Swap: 'Einladung' with 'Eiladung'		NOUN	0	Dieser Text versteht sich selbstverständlich als eine Einladung an Angela Merkel.	Dieser Text versteht sich selbstverständlich als eine Eiladung an Angela Merkel.	de_adv2	1392
wmt19	Swap	Ce texte est évidemment une invite à l’égard d’Angela Merkel.	Swap: 'Merkel' with 'Merkl'	PER	PROPN	0	Dieser Text versteht sich selbstverständlich als eine Einladung an Angela Merkel.	Dieser Text versteht sich selbstverständlich als eine Einladung an Angela Merkl.	de_adv4	1392
wmt19	Swap	Un noyau proeuropéen à même de toper avec les troupes europhiles du PPE.	Swap: 'harter' with 'weicher'		ADJ	0	"Ein proeuropäischer harter Kern, der es sogar mit den europhilen Truppen der EVP aufnehmen könnte."	"Ein proeuropäischer weicher Kern, der es sogar mit den europhilen Truppen der EVP aufnehmen könnte."	de_adv2	1412
wmt19	Swap	Un noyau proeuropéen à même de toper avec les troupes europhiles du PPE.	Swap: 'europhilen' with 'euroskeptischen'		ADJ	0	"Ein proeuropäischer harter Kern, der es sogar mit den europhilen Truppen der EVP aufnehmen könnte."	"Ein proeuropäischer harter Kern, der es sogar mit den euroskeptischen Truppen der EVP aufnehmen könnte."	de_adv3	1412
wmt19	Swap	"En chantier depuis plusieurs semaines, la trame de cette tribune a été préparée par Clément Beaune, le conseiller Europe d’Emmanuel Macron."	Swap: 'Europa-Berater' with 'Großvater'		NOUN	0	"Dieser seit mehreren Wochen in Vorbereitung befindliche Kolumnenentwurf wurde von Clément Beaune, dem Europa-Berater Emmanuel Macrons, vorbereitet."	"Dieser seit mehreren Wochen in Vorbereitung befindliche Kolumnenentwurf wurde von Clément Beaune, dem Großvater Emmanuel Macrons, vorbereitet."	de_adv1	1440
wmt19	Swap	"En chantier depuis plusieurs semaines, la trame de cette tribune a été préparée par Clément Beaune, le conseiller Europe d’Emmanuel Macron."	Swap: 'Europa-Berater' with 'Hundesitter'		NOUN	0	"Dieser seit mehreren Wochen in Vorbereitung befindliche Kolumnenentwurf wurde von Clément Beaune, dem Europa-Berater Emmanuel Macrons, vorbereitet."	"Dieser seit mehreren Wochen in Vorbereitung befindliche Kolumnenentwurf wurde von Clément Beaune, dem Hundesitter Emmanuel Macrons, vorbereitet."	de_adv2	1440
wmt19	Swap	"En chantier depuis plusieurs semaines, la trame de cette tribune a été préparée par Clément Beaune, le conseiller Europe d’Emmanuel Macron."	Swap: 'Europa-Berater' with 'Nachbarn'		NOUN	0	"Dieser seit mehreren Wochen in Vorbereitung befindliche Kolumnenentwurf wurde von Clément Beaune, dem Europa-Berater Emmanuel Macrons, vorbereitet."	"Dieser seit mehreren Wochen in Vorbereitung befindliche Kolumnenentwurf wurde von Clément Beaune, dem Nachbarn Emmanuel Macrons, vorbereitet."	de_adv3	1440
wmt19	Swap	"En chantier depuis plusieurs semaines, la trame de cette tribune a été préparée par Clément Beaune, le conseiller Europe d’Emmanuel Macron."	Swap: 'Europa-Berater' with 'Bäcker'		NOUN	0	"Dieser seit mehreren Wochen in Vorbereitung befindliche Kolumnenentwurf wurde von Clément Beaune, dem Europa-Berater Emmanuel Macrons, vorbereitet."	"Dieser seit mehreren Wochen in Vorbereitung befindliche Kolumnenentwurf wurde von Clément Beaune, dem Bäcker Emmanuel Macrons, vorbereitet."	de_adv4	1440
wmt19	Swap	"Dès mardi, le gouvernement, les parlementaires et les partis de la majorité seront mobilisés pour le service après-vente des annonces présidentielles."	Swap: 'Mehrheitsparteien' with 'Minderheitsparteien'		NOUN	0	"Ab Dienstag schon sollen Regierung, Abgeordnete und Mehrheitsparteien den Kundendienst der Macron-Vorschläge übernehmen."	"Ab Dienstag schon sollen Regierung, Abgeordnete und Minderheitsparteien den Kundendienst der Macron-Vorschläge übernehmen."	de_adv2	1445
wmt19	Swap	"Dès mardi, le gouvernement, les parlementaires et les partis de la majorité seront mobilisés pour le service après-vente des annonces présidentielles."	Swap: 'Macron-Vorschläge' with 'Hollande-Vorschläge'		NOUN	0	"Ab Dienstag schon sollen Regierung, Abgeordnete und Mehrheitsparteien den Kundendienst der Macron-Vorschläge übernehmen."	"Ab Dienstag schon sollen Regierung, Abgeordnete und Mehrheitsparteien den Kundendienst der Hollande-Vorschläge übernehmen."	de_adv4	1445
wmt19	Swap	"L’ancienne porte-parole d’Oxfam regarde, comme souvent, du côté des médias."	Swap: 'oft' with 'selten'		ADV	0	"Die ehemalige Oxfam-Sprecherin blickt, wie sie es oft tut, zu den Medien."	"Die ehemalige Oxfam-Sprecherin blickt, wie sie es selten tut, zu den Medien."	de_adv1	1452
wmt19	Swap	"L’ancienne porte-parole d’Oxfam regarde, comme souvent, du côté des médias."	Swap: 'wie' with 'als'		SCONJ	0	"Die ehemalige Oxfam-Sprecherin blickt, wie sie es oft tut, zu den Medien."	"Die ehemalige Oxfam-Sprecherin blickt, als sie es oft tut, zu den Medien."	de_adv3	1452
wmt19	Swap	"Manon Aubry sera, à chaque fois, accompagnée d’un député."	Swap: 'mit' with 'von'		ADP	1	Jedes Mal soll Manon Aubry mit einem Abgeordneten flankiert sein.	Jedes Mal soll Manon Aubry von einem Abgeordneten flankiert sein.	de_adv1	1459
wmt19	Swap	"Manon Aubry sera, à chaque fois, accompagnée d’un député."	Swap: 'mit' with 'neben'		ADP	0	Jedes Mal soll Manon Aubry mit einem Abgeordneten flankiert sein.	Jedes Mal soll Manon Aubry neben einem Abgeordneten flankiert sein.	de_adv3	1459
wmt19	Swap	"Le mouvement de Jean-Luc Mélenchon ne veut pas laisser sa place, celle de premier de la classe."	Swap: 'Klassenbesten' with 'Klassenaußenseiters'		NOUN	0	"Die Bewegung von Jean-Luc Mélenchon will ihren Platz nicht freilassen, den nämlich des Klassenbesten."	"Die Bewegung von Jean-Luc Mélenchon will ihren Platz nicht freilassen, den nämlich des Klassenaußenseiters."	de_adv1	1463
wmt19	Swap	"Le mouvement de Jean-Luc Mélenchon ne veut pas laisser sa place, celle de premier de la classe."	Swap: 'Klassenbesten' with 'Klassenkameraden'		NOUN	0	"Die Bewegung von Jean-Luc Mélenchon will ihren Platz nicht freilassen, den nämlich des Klassenbesten."	"Die Bewegung von Jean-Luc Mélenchon will ihren Platz nicht freilassen, den nämlich des Klassenkameraden."	de_adv2	1463
wmt19	Swap	"Le mouvement de Jean-Luc Mélenchon ne veut pas laisser sa place, celle de premier de la classe."	Swap: 'Klassenbesten' with 'Klassenlehrers'		NOUN	0	"Die Bewegung von Jean-Luc Mélenchon will ihren Platz nicht freilassen, den nämlich des Klassenbesten."	"Die Bewegung von Jean-Luc Mélenchon will ihren Platz nicht freilassen, den nämlich des Klassenlehrers."	de_adv3	1463
wmt19	Swap	"Le mouvement de Jean-Luc Mélenchon ne veut pas laisser sa place, celle de premier de la classe."	Swap: 'Klassenbesten' with 'Klassensprechers'		NOUN	0	"Die Bewegung von Jean-Luc Mélenchon will ihren Platz nicht freilassen, den nämlich des Klassenbesten."	"Die Bewegung von Jean-Luc Mélenchon will ihren Platz nicht freilassen, den nämlich des Klassensprechers."	de_adv4	1463
wmt19	Swap	De nombreux électeurs verts ont glissé un bulletin «Mélenchon» dans l’urne.	Swap: 'Grünenwähler' with 'FDP-Wähler'		NOUN	0	Zahlreiche Grünenwähler haben einen Mélenchon-Wahlzettel in die Urne gelegt.	Zahlreiche FDP-Wähler haben einen Mélenchon-Wahlzettel in die Urne gelegt.	de_adv1	1470
wmt19	Swap	De nombreux électeurs verts ont glissé un bulletin «Mélenchon» dans l’urne.	Swap: 'Grünenwähler' with 'AfD-Wähler'		NOUN	0	Zahlreiche Grünenwähler haben einen Mélenchon-Wahlzettel in die Urne gelegt.	Zahlreiche AfD-Wähler haben einen Mélenchon-Wahlzettel in die Urne gelegt.	de_adv3	1470
wmt19	Swap	De nombreux électeurs verts ont glissé un bulletin «Mélenchon» dans l’urne.	Swap: 'Mélenchon-Wahlzettel' with 'Merkel-Wahlzettel'		NOUN	0	Zahlreiche Grünenwähler haben einen Mélenchon-Wahlzettel in die Urne gelegt.	Zahlreiche Grünenwähler haben einen Merkel-Wahlzettel in die Urne gelegt.	de_adv4	1470
wmt21	Addition	UNIS avait reconnu avoir versé près de 300 000 dollars (189 000 euros) à la mère et au frère de M. Trudeau pour des prises de parole ces dernières années.	Addition of 'nicht'				"UNIS hatte zugegeben, in den letzten Jahren fast 300.000 Dollar (189.000 Euro) für Redeauftritte an die Mutter und den Bruder von Herrn Trudeau gezahlt zu haben."	"UNIS hatte nicht zugegeben, in den letzten Jahren fast 300.000 Dollar (189.000 Euro) für Redeauftritte an die Mutter und den Bruder von Herrn Trudeau gezahlt zu haben."	de_adv2	68
wmt21	Addition	Jonathan Landay; version française Jean Terzian et Jean-Stéphane Brosse	Addition of '.'				Jonathan Landay; französische Version Jean Terzian und Jean-Stéphane Brosse	Jonathan Landay; französische Version Jean Terzian und Jean-Stéphane Brosse.	de_adv1	348
wmt21	Addition	"Le guide est devenu payant en 1920, année où Michelin a retiré la publicité de ses pages et commencé à recommander des restaurants."	Addition of 'nicht'				"Der Führer wurde 1920 zu einer kostenpflichtigen Publikation, als Michelin die Werbung von seinen Seiten entfernte und begann, Restaurants zu empfehlen."	"Der Führer wurde 1920 nicht zu einer kostenpflichtigen Publikation, als Michelin die Werbung von seinen Seiten entfernte und begann, Restaurants zu empfehlen."	de_adv4	770
wmt21	Addition	"Le parquet estime qu'il y a suffisamment d""éléments à charge."	Addition of 'nicht'				"Die Staatsanwaltschaft ist der Ansicht, dass genügend Beweise vorliegen, um die Anklage zu stützen."	"Die Staatsanwaltschaft ist der Ansicht, dass nicht genügend Beweise vorliegen, um die Anklage zu stützen."	de_adv2	871
wmt21	Addition	La banque avait depuis peu contacté officiellement McCourt pour entamer des négociations.	Addition of 'nicht'				"Die Bank hatte McCourt vor kurzem offiziell kontaktiert, um Verhandlungen aufzunehmen."	"Die Bank hatte McCourt vor kurzem nicht offiziell kontaktiert, um Verhandlungen aufzunehmen."	de_adv3	884
wmt21	Swap	"Le S&P-500, plus large, a perdu 20,03 points, soit -0,62%, à 3.215,63."	"Swap: '3.215,63' with '3.235,63'"		NUM	0	"Der breiter gefasste S&P 500 fiel um 20,03 Punkte oder -0,62 % auf einen Stand von 3.215,63 Punkten."	"Der breiter gefasste S&P 500 fiel um 20,03 Punkte oder -0,62 % auf einen Stand von 3.235,63 Punkten."	de_adv2	3
wmt21	Swap	Le Nasdaq enregistre sa plus mauvaise semaine sur les quatre dernières.	Swap: 'schlechteste' with 'aktivste'		ADJ	0	Der Nasdaq verzeichnete die schlechteste Woche der letzten vier.	Der Nasdaq verzeichnete die aktivste Woche der letzten vier.	de_adv2	6
wmt21	Swap	Le Nasdaq enregistre sa plus mauvaise semaine sur les quatre dernières.	Swap: 'schlechteste' with 'turbulenteste'		ADJ	0	Der Nasdaq verzeichnete die schlechteste Woche der letzten vier.	Der Nasdaq verzeichnete die turbulenteste Woche der letzten vier.	de_adv4	6
wmt21	Swap	Les détails de ces nouvelles dépenses seront présentées début août devant le parlement de la 3e économie de la zone euro.	Swap: 'Ausgaben' with 'Einnahmen'		NOUN	0	Die Einzelheiten zu diesen neuen Ausgaben werden dem Parlament der drittgrößten Volkswirtschaft der Eurozone Anfang August vorgelegt.	Die Einzelheiten zu diesen neuen Einnahmen werden dem Parlament der drittgrößten Volkswirtschaft der Eurozone Anfang August vorgelegt.	de_adv1	16
wmt21	Swap	Les détails de ces nouvelles dépenses seront présentées début août devant le parlement de la 3e économie de la zone euro.	Swap: 'Ausgaben' with 'Verordnungen'		NOUN	0	Die Einzelheiten zu diesen neuen Ausgaben werden dem Parlament der drittgrößten Volkswirtschaft der Eurozone Anfang August vorgelegt.	Die Einzelheiten zu diesen neuen Verordnungen werden dem Parlament der drittgrößten Volkswirtschaft der Eurozone Anfang August vorgelegt.	de_adv2	16
